Bill Name,Summary,Representative,Committee,Preamble,Word Link
S. 107,Retirement earning limitations,Rice,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTIONS 9-1-1790 AND 9-11-90, RELATING TO THE AMOUNT OF COMPENSATION THAT MAY BE EARNED UPON RETURNING TO COVERED EMPLOYMENT UNDER THE SOUTH CAROLINA RETIREMENT SYSTEM AND THE POLICE OFFICERS RETIREMENT SYSTEM, RESPECTIVELY, SO AS TO CHANGE THE AMOUNT THAT MAY BE EARNED FROM TEN THOUSAND DOLLARS TO AN AMOUNT NOT TO EXCEED THE LOWER OF THE RETIREMENT EARNINGS TEST EXEMPT AMOUNTS FOR INDIVIDUALS BELOW NORMAL RETIREMENT AGE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/107.docx
S. 108,Income tax credit,Rice,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""TAX CREDITS FOR PARENTAL CHOICE IN EDUCATION ACT"" BY ADDING SECTION 12-6-3830 SO AS TO PROVIDE FOR AN INCOME TAX CREDIT FOR AN INDIVIDUAL WHO CHOOSES TO EDUCATE HIS CHILD OUTSIDE THE PUBLIC SCHOOL SYSTEM.",https://www.scstatehouse.gov/sess126_2025-2026/bills/108.docx
S. 109,Primaries,Rice,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 7-5-115 SO AS TO PROVIDE THAT A PERSON IS NOT ALLOWED TO VOTE IN A PARTISAN PRIMARY ELECTION OR PARTISAN ADVISORY REFERENDUM UNLESS THE PERSON HAS REGISTERED AS BEING A MEMBER OF THAT POLITICAL PARTY; BY AMENDING SECTION 7-5-110, RELATING TO THE REQUIREMENT OF REGISTRATION IN ORDER TO VOTE, SO AS TO PROVIDE THAT A PERSON IS NOT ALLOWED TO VOTE IN A PARTISAN PRIMARY ELECTION OR PARTISAN ADVISORY REFERENDUM UNLESS THE PERSON HAS REGISTERED AS A MEMBER OF THAT POLITICAL PARTY; BY AMENDING SECTION 7-5-170, RELATING TO THE REQUIREMENTS FOR VOTER REGISTRATION, SO AS TO REQUIRE A STATEMENT OF POLITICAL PARTY AFFILIATION, IF ANY, ON THE FORM AND INCLUSION IN THE OATH, AND TO REQUIRE THE STATE ELECTION COMMISSION TO ASSIST IN CAPTURING THIS DATA; AND BY AMENDING SECTION 7-9-20, RELATING TO QUALIFICATIONS FOR VOTING IN PRIMARY ELECTIONS, SO AS TO REQUIRE REGISTRATION AS A MEMBER OF THE POLITICAL PARTY, AND TO PROVIDE A PROCEDURE FOR CHANGING POLITICAL PARTY AFFILIATION OR NONAFFILIATION AFTER A SELECTION HAS BEEN MADE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/109.docx
S. 110,Air Quality,Rice,Medical Affairs.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 48-1-110, RELATING IN PART TO UNLAWFUL DISCHARGES OF AIR CONTAMINANTS, SO AS TO PROHIBIT THE EMISSION OF ANY AIR CONTAMINANT WHOSE PURPOSE IS TO AFFECT TEMPERATURE, WEATHER, OR SUNLIGHT INTENSITY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/110.docx
S. 111,Failure to Stop,Rice,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-5-750, RELATING TO THE OFFENSE OF FAILURE TO STOP MOTOR VEHICLES WHEN SIGNALED BY LAW ENFORCEMENT VEHICLES, SO AS TO PROVIDE PENALTIES WHEN VEHICLES LEAD OFFICERS ON HIGH-SPEED PURSUITS WHICH HAVE BEEN VIDEO RECORDED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/111.docx
S. 112,Missing Persons,Rice,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""HELP FIND THE MISSING ACT""; AND BY ADDING SECTION 23-1-260 SO AS TO DEFINE CERTAIN TERMS, PROVIDE CIRCUMSTANCES WHEN CORONERS OR MEDICAL EXAMINERS MUST REFER DECEDENTS' BODIES FOR EXAMINATION TO SLED'S FORENSIC SERVICES LABORATORY WHICH MUST RETAIN AND FURNISH CERTAIN INFORMATION ABOUT THE PERSONS TO THE NATIONAL MISSING AND UNIDENTIFIED PERSONS SYSTEM, TO REQUIRE THE COLLECTION OF DENTAL RECORDS BY LAW ENFORCEMENT AGENCIES OF PERSONS WHO ARE SUBJECTS OF MISSING PERSONS REPORTS UNDER CERTAIN CIRCUMSTANCES, TO PROVIDE FOR THE REPORTING OF MISSING PERSONS IN CERTAIN DATABASES, TO REQUIRE SLED TO ADOPT RULES RELATING TO THE DISSEMINATION OF MISSING PERSONS' RECORDS, TO PROVIDE LAW ENFORCEMENT AGENCIES MAY NOT ESTABLISH OR MAINTAIN POLICIES WHICH REQUIRE A WAITING PERIOD BEFORE ACCEPTING AND INVESTIGATING MISSING CHILD REPORTS AND MUST ENTER THE REPORTS INTO THE NATIONAL CRIME INFORMATION CENTER, TO PROVIDE WHEN MISSING PERSONS ARE FOUND, LAW ENFORCEMENT AGENCIES MUST INFORM SLED AND THE NATIONAL INSTITUTE OF JUSTICE THAT THE PERSONS HAVE BEEN FOUND, TO PROVIDE THIS SECTION DOES NOT PROHIBIT CERTAIN AGENCIES AND PERSONS FROM MAINTAINING CASE FILES RELATED TO MISSING CITIZENS OR UNIDENTIFIED BODIES, AND TO PROVIDE SLED SHALL PERFORM ANNUALLY A COMPLIANCE REVIEW OF THE PROVISIONS CONTAINED IN THIS SECTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/112.docx
S. 113,Single Party Primary,Cash,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-5-110, RELATING TO THE REQUIREMENT THAT PERSONS MUST REGISTER IN ORDER TO VOTE, SO AS TO PROVIDE THAT A PERSON MAY NOT VOTE IN A PARTISAN PRIMARY ELECTION OR A PARTISAN ADVISORY REFERENDUM UNLESS REGISTERED AS A MEMBER OF THAT POLITICAL PARTY; BY ADDING SECTION 7-5-115 SO AS TO PROVIDE THAT ONLY AN ELECTOR REGISTERED AS A MEMBER OF A CERTIFIED POLITICAL PARTY MAY VOTE IN A PARTISAN PRIMARY ELECTION OR A PARTISAN ADVISORY REFERENDUM, AND TO PROVIDE GUIDELINES; BY AMENDING SECTION 7-5-170, RELATING TO APPLICATIONS FOR VOTER REGISTRATION, SO AS TO PROVIDE FOR THE SELECTION OF A POLITICAL PARTY ON A VOTER REGISTRATION APPLICATION; BY AMENDING SECTION 7-9-20, RELATING TO QUALIFICATIONS FOR PARTY MEMBERSHIP AND VOTING IN PRIMARY ELECTION, SO AS TO PROVIDE CRITERIA FOR MEMBERSHIP IN A CERTIFIED POLITICAL PARTY; AND TO PROVIDE EFFECTIVE DATES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/113.docx
S. 114,Telecommunication Location Information,Adams,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-3-340 SO AS TO PROVIDE THAT UPON REQUEST OF A LAW ENFORCEMENT AGENCY, A WIRELESS TELECOMMUNICATIONS CARRIER SHALL PROVIDE CALL LOCATION INFORMATION CONCERNING THE TELECOMMUNICATIONS DEVICE OF THE USER TO THE LAW ENFORCEMENT AGENCY IN ORDER TO RESPOND TO A CALL FOR EMERGENCY SERVICES OR IN AN EMERGENCY SITUATION THAT INVOLVES THE RISK OF DEATH OR SERIOUS PHYSICAL HARM, TO PROVIDE A CIVIL OR CRIMINAL ACTION MAY NOT BE BROUGHT AGAINST A WIRELESS SERVICE PROVIDER UNDER THIS SECTION UNDER CERTAIN CIRCUMSTANCES, AND TO PROVIDE SLED SHALL OBTAIN CONTACT INFORMATION FROM WIRELESS SERVICE PROVIDERS TO FACILITATE A REQUEST FROM A LAW ENFORCEMENT AGENCY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/114.docx
S. 115,School Safety,Adams,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS SO AS TO ENACT THE ""GUARDIANS OF OUR SCHOOLS ACT""; BY ADDING ARTICLE 3 TO CHAPTER 66, TITLE 59 SO AS TO PROVIDE THAT BEGINNING WITH THE 2024-2025 SCHOOL YEAR, THE GOVERNING BOARDS OF PUBLIC K-12 SCHOOLS MAY DESIGNATE EMPLOYEES AS SCHOOL GUARDIANS TO PROVIDE ARMED PROTECTION AND OTHER RELATED PUBLIC SAFETY FUNCTIONS ON THEIR CAMPUSES, TO DEFINE RELATED TERMINOLOGY, AND TO PROVIDE RELATED REQUIREMENTS; BY ADDING SECTION 23-23-112 SO AS TO PROVIDE THE LAW ENFORCEMENT COUNCIL MUST DEVELOP A TRAINING PROGRAM AND GUIDELINES FOR SCHOOL GUARDIANS THAT MUST BE OFFERED BY THE CRIMINAL JUSTICE ACADEMY; AND BY AMENDING SECTION 16-23-420, RELATING TO EXEMPTIONS FROM THE PROHIBITION ON POSSESSION OF FIREARM ON SCHOOL PROPERTY, SO AS TO EXEMPT SCHOOL GUARDIANS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/115.docx
S. 116,Multi Family Dwellings,Adams,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS SO AS TO ENACT THE ""MULTIFAMILY DWELLING SAFETY ACT""; BY ADDING SECTION 20-21-110 SO AS TO PROVIDE DEFINITIONS FOR A MULTIFAMILY DWELLING AND OTHER TERMS; BY ADDING SECTION 20-21-120 SO AS TO DEFINE A QUALIFIED INSPECTOR OF MULTIFAMILY DWELLINGS; BY ADDING SECTION 20-21-130 SO AS TO REQUIRE THE DEPARTMENT OF LABOR, LICENSING AND REGULATION TO ADOPT A MULTIFAMILY DWELLING BALCONY CODE ESTABLISHING MINIMUM STANDARDS FOR BALCONY RAILINGS THAT ARE PRIMARILY CONSTRUCTED OF WOOD AND ARE LOCATED IN MULTIFAMILY DWELLINGS; BY ADDING SECTION 20-21-140 SO AS TO REQUIRE THE DEPARTMENT TO PERIODICALLY CONDUCT INSPECTIONS OF SUCH BALCONIES TO ASCERTAIN COMPLIANCE WITH THE CODE; BY ADDING SECTION 20-21-150 SO AS TO PROVIDE THAT THE DEPARTMENT SHALL CHARGE A PROPERTY OWNER A FEE FOR INSPECTIONS MADE TO ENFORCE THE MULTIFAMILY DWELLING BALCONY CODE; BY ADDING SECTION 20-21-160 SO AS TO PROVIDE REMEDIES FOR VIOLATIONS; BY ADDING SECTION 20-21-170 SO AS TO PROVIDE THAT THE DEPARTMENT MAY AUTHORIZE WAIVERS OR EXEMPTIONS UNDER THE MULTIFAMILY DWELLING BALCONY CODE; AND BY ADDING SECTION 20-21-180 SO AS TO PENALTIES FOR VIOLATION OF THE MULTIFAMILY DWELLING BALCONY CODE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/116.docx
S. 117,Reckless Endangerment,Adams,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-3-605 SO AS TO CREATE THE OFFENSE OF RECKLESS ENDANGERMENT, TO DEFINE TERMS PERTAINING TO THIS OFFENSE, AND TO PROVIDE PENALTIES; BY AMENDING SECTION 16-3-610, RELATING TO CERTAIN OFFENSES COMMITTED WITH A CARRIED OR CONCEALED DEADLY WEAPON, SO AS TO INCLUDE RECKLESS ENDANGERMENT; AND BY AMENDING SECTION 17-15-55, RELATING TO RECONSIDERATION BY CIRCUIT COURT OF BOND SET BY SUMMARY COURT AND SUBSEQUENT VIOLENT OFFENDERS, SO AS TO REQUIRE THE BOND FOR THE OFFENSE OF RECKLESS ENDANGERMENT TO BE HELD IN CIRCUIT COURT IF THE OFFENSE WAS COMMITTED BY A PERSON ALREADY OUT ON BOND FOR A PREVIOUS VIOLENT OFFENSE, RECKLESS ENDANGERMENT OFFENSE, OR ANY FELONY OFFENSE INVOLVING A FIREARM.",https://www.scstatehouse.gov/sess126_2025-2026/bills/117.docx
S. 118,Police Officer Retirement,Adams,Finance.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 9-11-95 SO AS TO ALLOW A RETIRED POLICE OFFICER WHO MAINTAINS A CONSTABLE CERTIFICATION AFTER HE IS CERTIFIED PURSUANT TO SECTION 23-23-70 TO BE EMPLOYED BY ONE OR MORE LAW ENFORCEMENT AGENCIES WITHOUT BEING SUBJECT TO THE EARNINGS LIMITATION IN SECTION 9-11-90(4).,https://www.scstatehouse.gov/sess126_2025-2026/bills/118.docx
S. 119,Police Officer Retirement System,Adams,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 9-11-90, RELATING TO THE EFFECT OF RESTORING BENEFICIARY TO SERVICE, SO AS TO INCREASE THE AMOUNT OF TIME A BENEFICIARY MUST BE RETIRED BEFORE RETURNING TO WORK FROM THIRTY TO NINETY DAYS AND TO REMOVE THE EARNINGS LIMITATION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/119.docx
S. 120,NCIC,Adams,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 23-23-60, RELATING TO CERTIFICATES OF COMPLIANCE, INFORMATION TO BE SUBMITTED RELATED TO QUALIFICATION OF CANDIDATES FOR CERTIFICATION, AND EXPIRATION OF CERTIFICATES FOR LAW ENFORCEMENT OFFICERS, SO AS TO PERMIT SLED TO CONDUCT STATE- AND FEDERAL-LEVEL CRIMINAL RECORDS CHECKS ON INDIVIDUALS SEEKING CERTIFICATION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/120.docx
S. 121,Adoption,Garrett,Family and Veterans' Services.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 63-7-40(B), RELATING TO SAFE HAVEN FOR ABANDONED BABIES, SO AS TO PROVIDE THAT THE SAFE HAVEN MUST OFFER THE PERSON LEAVING THE INFANT INFORMATION PREPARED BY THE DEPARTMENT CONCERNING THE LEGAL EFFECT OF LEAVING THE INFANT WITH THE SAFE HAVEN; BY AMENDING SECTION 63-7-1700(A), RELATING TO PERMANENCY PLANNING, SO AS TO DECREASE THE TIME IN WHICH A PERMANENCY PLANNING HEARING MUST BE HELD FROM NO LATER THAN ONE YEAR TO NO LATER THAN NINE MONTHS AFTER THE CHILD IS FIRST PLACED IN FOSTER CARE; BY AMENDING SECTION 63-7-1700(E), RELATING TO THE FILING OF A PETITION TO TERMINATE PARENTAL RIGHTS, SO AS TO REQUIRE THE DEPARTMENT TO COMPLETE AND FILE WITH THE COURT A BACKGROUND INVESTIGATION AND REPORT REGARDING THE CHILD WITHIN SIXTY DAYS OF THE FILING OF A PETITION TO TERMINATE PARENTAL RIGHTS; BY AMENDING SECTION 63-7-1700(F) AND SECTION 63-7-1700(H), RELATING TO AN EXTENSION FOR REUNIFICATION, SO AS TO DECREASE THE TIME IN WHICH AN EXTENSION MAY BE GRANTED FOR REUNIFICATION EFFORTS FROM EIGHTEEN MONTHS TO FIFTEEN MONTHS; BY AMENDING SECTION 63-7-1700(I), RELATING TO PERMANENCY PLANNING HEARINGS, BY PROVIDING THAT A TERMINATION OF PARENTAL RIGHTS HEARING MAY SERVE AS THE NEXT PERMANENCY PLANNING HEARING ONLY IF IT IS HELD NO LATER THAN NINE MONTHS FROM THE DATE OF THE PREVIOUS PERMANENCY PLANNING HEARING, AND SO AS TO PROVIDE THAT A PERMANENCY PLANNING HEARING MUST BE HELD QUARTERLY INSTEAD OF ANNUALLY AFTER THE TERMINATION OF PARENTAL RIGHTS HEARING; BY AMENDING SECTION 63-7-1710, RELATING TO TERMINATION OF PARENTAL RIGHTS, SO AS TO REQUIRE THE DEPARTMENT TO COMPLETE AND FILE WITH THE COURT A BACKGROUND INVESTIGATION AND REPORT REGARDING THE CHILD WITHIN SIXTY DAYS OF THE FILING OF A PETITION TO TERMINATE PARENTAL RIGHTS; BY AMENDING SECTION 63-7-2550, RELATING TO SERVICE OF PETITION, SO AS TO PROVIDE THAT AN UNMARRIED BIOLOGICAL FATHER MUST RECEIVE SERVICE OF A TERMINATION OF PARENTAL RIGHTS ACTION; BY AMENDING SECTION 63-7-2570, RELATING TO GROUNDS, SO AS TO PROVIDE THAT WHEN FINDING THAT TERMINATION OF PARENTAL RIGHTS IS IN THE BEST INTEREST OF A CHILD, THE COURT MUST FIND THAT THE HOME OF THE CHILD'S PARENTS IS NOT SAFE FOR THE RETURN OF THE CHILD AT THE TIME OF THE TERMINATION OF PARENTAL RIGHTS HEARING; BY AMENDING SECTION 63-9-730, RELATING TO NOTICE OF ADOPTION PROCEEDINGS, SO AS TO PROVIDE THAT IF NOTICE OF AN ADOPTION PROCEEDING CANNOT BE EFFECTED BY PERSONAL SERVICE, THEN NOTICE MAY BE GIVEN BY PUBLICATION OF THE SUMMONS IN WHICH THE REQUESTED RELIEF OF TERMINATION OF PARENTAL RIGHTS, OR ADOPTION, OR BOTH, IS SET FORTH; BY AMENDING SECTION 63-9-760, RELATING TO THE EFFECT OF A FINAL ADOPTION DECREE, SO AS TO PROVIDE THAT THE FINAL DECREE IS NOT AFFECTED BY A POSTADOPTION AGREEMENT ENTERED INTO BEFORE OR AFTER THE ADOPTION; BY ADDING SECTION 63-9-765, SO AS TO PROVIDE FOR POSTADOPTION CONTACT AGREEMENTS TO BE ENFORCEABLE IF AGREED TO BY THE PARTIES; BY AMENDING SECTION 63-7-820, RELATING TO THE PUTATIVE FATHER REGISTRY, SO AS TO PROVIDE THAT A REGISTRANT MUST INCLUDE ANY ALIASES WHEN HE REGISTERS; AND BY ADDING SECTION 12-6-3595, SO AS TO PROVIDE FOR A TAX CREDIT FOR ANY RESIDENT TAXPAYER THAT CLAIMS THE FEDERAL TAX CREDIT FOR QUALIFIED ADOPTION EXPENSES RELATED TO A DOMESTIC ADOPTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/121.docx
S. 122,School Chaplains,Garrett,Education.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 5 TO CHAPTER 10, TITLE 59, SO AS TO CREATE THE SCHOOL CHAPLAIN PROGRAM AVAILABLE TO EACH SCHOOL DISTRICT AND CHARTER SCHOOL, TO PROVIDE FOR THE PARAMETERS OF THE PROGRAM, AND TO PROVIDE FOR THE QUALIFICATIONS OF SCHOOL CHAPLAINS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/122.docx
S. 123,Entry of Other Candidates for Office,Johnson,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-11-15, RELATING TO QUALIFICATIONS TO RUN AS A CANDIDATE IN GENERAL ELECTIONS, SO AS TO PROVIDE A PROCESS FOR REOPENING THE TIME TO FILE FOR OFFICE IN CASE OF A CANDIDATE'S DEATH OR WITHDRAWAL.",https://www.scstatehouse.gov/sess126_2025-2026/bills/123.docx
S. 124,Cast Vote Records,Johnson,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-13-130, RELATING TO MANAGERS' TABLE;  GUARD RAIL;  GENERAL ARRANGEMENT;  PRESERVATION OF RIGHT TO VOTE AND SECRECY OF BALLOT, SO AS TO ALLOW FOR THE RELEASE OF CERTAIN VOTED BALLOTS AND DE-IDENTIFIED CAST VOTE RECORDS PURSUANT TO COURT ORDER, ORDER OF THE APPROPRIATE BOARD OF VOTER REGISTRATION AND ELECTIONS, OR FREEDOM OF INFORMATION REQUEST; AND BY AMENDING SECTION 30-4-20, RELATING TO FREEDOM OF INFORMATION ACT DEFINITIONS, SO AS TO INCLUDE CAST VOTE RECORDS IN THE DEFINITION OF PUBLIC RECORD.",https://www.scstatehouse.gov/sess126_2025-2026/bills/124.docx
S. 125,Property tax exemption,Johnson,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-37-220, RELATING TO PROPERTY TAX EXEMPTIONS, SO AS TO PROVIDE THAT THE EXEMPTION FOR CERTAIN PROPERTY OF A NONPROFIT HOUSING CORPORATION ONLY APPLIES TO THE PERCENTAGE OF PROPERTY THAT EQUALS THE CORPORATION'S OWNERSHIP INTEREST IN THE PROPERTY, TO PROVIDE AN EXCEPTION, AND TO PROVIDE CERTAIN CERTIFICATION AND NOTICE REQUIREMENTS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/125.docx
S. 126,Law Enforcement Personal Privacy Protection and Judicial Personal Privacy Protection,Johnson,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 30-2-500, RELATING TO DEFINITIONS, SO AS TO INCLUDE ADDITIONAL INFORMATION IN THE DEFINITION OF ""PERSONAL CONTACT INFORMATION"" AND TO DEFINE ""DISCLOSED RECORDS""; BY AMENDING SECTION 30-2-510, RELATING TO OPTION FOR LAW ENFORCEMENT OFFICERS TO MAKE PERSONAL CONTACT INFORMATION CONFIDENTIAL;  EXCEPTIONS;  PROCEDURES, SO AS TO RESTRICT PERSONAL CONTACT INFORMATION IN A DISCLOSED RECORD FROM A PUBLICLY AVAILABLE INTERNET WEBSITE MAINTAINED BY OR OPERATED ON BEHALF OF A STATE OR LOCAL GOVERNMENT AND TO REQUIRE THAT THE PERSONAL CONTACT INFORMATION RESTRICTED FROM DISCLOSED RECORDS UNDER THIS SECTION MUST REMAIN WITHIN THE OFFICIAL RECORD HELD OR MAINTAINED BY A STATE OR LOCAL GOVERNMENT AGENCY, AND TO ALLOW DISCLOSURE TO CERTAIN INDIVIDUALS OR ENTITIES; BY ADDING SECTION 30-2-515 SO AS TO PROVIDE FOR A PETITION TO COURT FOR COMPLIANCE WITH THE ARTICLE AND TO PREVENT LIABILITY FROM ACCRUING TO A STATE OR LOCAL GOVERNMENT EMPLOYEE OR THE EMPLOYEE'S AGENTS; BY AMENDING SECTION 30-2-700, RELATING TO DEFINITIONS, SO AS TO INCLUDE ADDITIONAL INFORMATION IN THE DEFINITION OF ""PERSONAL CONTACT INFORMATION"" AND TO DEFINE ""DISCLOSED RECORDS""; BY AMENDING SECTION 30-2-710, RELATING TO OPTION FOR JUDGES TO MAKE PERSONAL CONTACT INFORMATION CONFIDENTIAL;  EXCEPTIONS;  PROCEDURES, SO AS TO RESTRICT PERSONAL CONTACT INFORMATION IN A DISCLOSED RECORD FROM A PUBLICLY AVAILABLE INTERNET WEBSITE MAINTAINED BY OR OPERATED ON BEHALF OF A STATE OR LOCAL GOVERNMENT AND TO REQUIRE THAT THE PERSONAL CONTACT INFORMATION RESTRICTED FROM DISCLOSED RECORDS UNDER THIS SECTION MUST REMAIN WITHIN THE OFFICIAL RECORD HELD OR MAINTAINED BY A STATE OR LOCAL GOVERNMENT AGENCY, AND TO ALLOW DISCLOSURE TO CERTAIN INDIVIDUALS OR ENTITIES; BY ADDING SECTION 30-2-715 SO AS TO PROVIDE FOR A PETITION TO COURT FOR COMPLIANCE WITH THE ARTICLE AND TO PREVENT LIABILITY FROM ACCRUING TO A STATE OR LOCAL GOVERNMENT EMPLOYEE OR THE EMPLOYEE'S AGENTS; TO DIRECT THE OFFICE OF COURT ADMINISTRATION AND THE SOUTH CAROLINA CRIMINAL JUSTICE ACADEMY TO COLLABORATE IN THE CREATION OF THE DESIGNATED FORM FOR A LAW ENFORCEMENT OFFICER AND FOR A JUDGE TO USE TO REQUEST THE RESTRICTION OF PERSONAL CONTACT INFORMATION IN DISCLOSED RECORDS; AND TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/126.docx
S. 127,Catawba Nation,Johnson,Finance.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 9-11-10, RELATING TO DEFINITIONS FOR THE SOUTH CAROLINA POLICE OFFICERS RETIREMENT SYSTEM, SO AS TO INCLUDE THE CATAWBA NATION WITHIN THE DEFINITION OF EMPLOYER; AND BY ADDING SECTION 9-11-43 SO AS TO PROVIDE THAT THE CATAWBA NATION IS ELIGIBLE FOR ADMISSION TO THE POLICE OFFICERS RETIREMENT SYSTEM AND TO PROVIDE FOR THE PROCESS FOR ADMISSION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/127.docx
S. 128,Voter Registration,Johnson,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 7-5-120, RELATING TO THE QUALIFICATIONS VOTER REGISTRATION, SO AS TO PROVIDE THAT A PERSON MUST PROVIDE SATISFACTORY EVIDENCE OF CITIZENSHIP TO REGISTER TO VOTE AND TO PROVIDE THAT A PERSON WHO DOES NOT PROVIDE SATISFACTORY EVIDENCE OF CITIZENSHIP MAY NOT REGISTER TO VOTE; BY AMENDING SECTION 7-5-170, RELATING TO THE WRITTEN APPLICATION FOR REGISTRATION TO VOTE, SO AS TO PROVIDE FOR THE DOCUMENTATION THAT THE COUNTY BOARD OF VOTER REGISTRATION MAY CONSIDER AS SATISFACTORY EVIDENCE OF CITIZENSHIP; AND TO PROVIDE THAT THE ATTORNEY GENERAL MUST REVIEW THE REGISTRATION ROLLS IN EFFECT ON THE EFFECTIVE DATE OF THIS ACT TO ENSURE COMPLIANCE WITH THIS ACT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/128.docx
S. 129,Firearms Storage Agreements,Johnson,Judiciary.,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-31-1100 SO AS TO PROVIDE CRIMINAL AND CIVIL IMMUNITY TO FEDERAL FIREARMS LICENSEES WHO POSSESS ANOTHER'S FIREARMS PURSUANT TO A VALID FIREARM HOLD AGREEMENT.,https://www.scstatehouse.gov/sess126_2025-2026/bills/129.docx
S. 130,Workers' Compensation Commission Hearings,Johnson,Judiciary.,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 4-1-80, RELATING TO COUNTY OFFICERS SHALL BE FURNISHED OFFICE SPACE, FURNITURE AND EQUIPMENT BY COUNTY, SO AS TO FURNISH SPACE IN A SECURE, EXISTING FACILITY FOR THE WORKERS' COMPENSATION COMMISSION TO CONDUCT HEARINGS UPON REQUEST OF THE CHAIRMAN OF THE WORKERS' COMPENSATION COMMISSION; AND BY AMENDING SECTION 4-9-55, RELATING TO ENACTMENT OF GENERAL LAWS AFFECTING COUNTIES' EXPENDITURES AND REVENUE RAISING;  CONDITIONS;  EXCEPTIONS, SO AS TO INCLUDE THE WORKERS' COMPENSATION COMMISSION IN THE EXCEPTIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/130.docx
