Bill Name,Summary,Representative,Committee,Preamble,Word Link
H. 3038,Sexual Assault Survivors' Bill of Rights,Rep. Garvin,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 21 TO CHAPTER 3, TITLE 16 BY ENACTING THE ""SEXUAL ASSAULT SURVIVORS' BILL OF RIGHTS ACT.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3038.docx
H. 3039,Senator Clementa C. Pinckney Hate Crimes Act,Rep. Gilliard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""SENATOR CLEMENTA C. PINCKNEY HATE CRIMES ACT""; AND BY ADDING ARTICLE 22 TO CHAPTER 3, TITLE 16 SO AS TO ENTITLE THE ARTICLE ""PENALTY ENHANCEMENTS FOR CERTAIN CRIMES,"" TO PROVIDE ADDITIONAL PENALTIES FOR PERSONS WHO COMMIT CERTAIN DELINEATED CRIMES WHEN THE VICTIM WAS INTENTIONALLY SELECTED BASED ON CERTAIN FACTORS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3039.docx
H. 3040,Drive-by Shootings,Rep. Gilliard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-23-440, RELATING TO DISCHARGING FIREARMS AT OR INTO DWELLINGS, STRUCTURES, ENCLOSURES, VEHICLES OR EQUIPMENT; AND ASSOCIATED PENALTIES, SO AS TO EXPAND THE PURVIEW OF THE OFFENSE TO CERTAIN NONEXCLUSIVE PLACES, AND TO PROVIDE FOR LIFE IMPRISONMENT WITHOUT PAROLE WHEN ANY TYPE OF BODILY INJURY IS SUFFERED AS A RESULT OF THE OFFENSE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3040.docx
H. 3041,Prohibition on Assault Weapons,Rep. Gilliard,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-23-50, RELATING TO PENALTIES FOR VIOLATIONS OF CERTAIN OFFENSES INVOLVING WEAPONS, SO AS TO INCLUDE ASSAULT WEAPONS IN THE PURVIEW OF THE STATUTE, INCREASE THE PENALTIES FOR A VIOLATION, AND CREATE A TWO-TIERED PENALTY SCHEME; BY AMENDING SECTION 16-23-210, RELATING TO DEFINITIONS FOR PURPOSES OF THE ARTICLE, SO AS TO DEFINE THE TERM ""ASSAULT WEAPON""; BY AMENDING SECTIONS 16-23-220, 16-23-230, AND 16-23-240, ALL RELATING TO THE UNLAWFUL TRANSPORTATION, STORING, KEEPING, OR POSSESSING, AND SALE, RENTAL, OR GIVING AWAY OF MACHINE GUNS, MILITARY FIREARMS, SAWED-OFF SHOTGUNS OR RIFLES, RESPECTIVELY, SO AS TO INCLUDE ASSAULT WEAPONS IN THE LIST OF WEAPONS BANNED BY THE PROVISIONS OF THE STATUTES; AND BY ADDING ARTICLE 9 TO CHAPTER 31, TITLE 23 SO AS TO PROVIDE THAT IT IS UNLAWFUL TO SELL OR GIVE A FIREARM TO A PERSON WHOSE NAME APPEARS ON THE TERRORIST WATCH LIST AND TO PROVIDE A PENALTY FOR A PERSON WHO VIOLATES THIS PROVISION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3041.docx
H. 3042,"Eavesdropping, Peeping, and Voyeurism",Rep. Guffey,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-17-470, RELATING TO THE CRIMES OF EAVESDROPPING, PEEPING, AND VOYEURISM, SO AS TO INCORPORATE THE REALISTIC BUT FALSE IMAGES, RECORDINGS, OR DIGITAL ELECTRONIC FILES CREATED OR ALTERED USING GENERATIVE ADVERSARIAL NETWORK TECHNIQUES OR OTHER DIGITAL TECHNOLOGY, TO INCREASE PENALTIES FOR VIOLATIONS, TO REQUIRE LAW ENFORCEMENT AGENCIES TO DESTROY ITEMS WHEN NO LONGER NEEDED AS EVIDENCE, AND TO REQUIRE NOTIFICATION OF ADDITIONAL POTENTIAL VICTIMS BY LAW ENFORCEMENT AGENCIES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3042.docx
H. 3043,"Sexual exploitation of minors, morphed child pornography",Rep. Guffey,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-15-375, RELATING TO DEFINITIONS APPLICABLE TO CERTAIN OFFENSES AGAINST MINORS, SO AS TO DEFINE THE TERM ""IDENTIFIABLE MINOR""; BY AMENDING SECTION 16-15-395, RELATING TO FIRST DEGREE SEXUAL EXPLOITATION OF A MINOR, SECTION 16-15-405, RELATING TO SECOND DEGREE SEXUAL EXPLOITATION OF A MINOR, AND SECTION 16-15-410, RELATING TO THIRD DEGREE SEXUAL EXPLOITATION OF A MINOR, ALL SO AS TO INCORPORATE IDENTIFIABLE MINORS INTO THE PURVIEW OF THE STATUTE TO ADDRESS MORPHED CHILD IMAGES; AND BY AMENDING SECTION 16-15-342, RELATING TO CRIMINAL SOLICITATION OF A MINOR, SECTION 16-15-387, RELATING TO EMPLOYMENT OF A PERSON UNDER EIGHTEEN TO APPEAR IN PUBLIC IN A STATE OF SEXUALLY EXPLICIT NUDITY, SECTION 44-48-30, RELATING TO DEFINITIONS FOR PURPOSES OF THE SEXUALLY VIOLENT PREDATOR ACT, AND SECTION 23-3-430, RELATING TO THE SEX OFFENDER REGISTRY, ALL SO AS TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3043.docx
H. 3044,"Sex Offender Registry, castration",Rep. Guffey,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 23-3-435 SO AS TO PROVIDE THAT A COURT MAY ORDER SURGICAL CASTRATION FOR OFFENDERS EIGHTEEN YEARS OF AGE OR OLDER CONVICTED OF CERTAIN TIERS II AND III SEX OFFENSES FOR WHICH THEY MUST REGISTER ON THE SEX OFFENDER REGISTRY WHEN VICTIMS ARE THIRTEEN YEARS OR YOUNGER, AND TO PROVIDE A PENALTY FOR FAILURE TO COMPLY WITH A COURT ORDER.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3044.docx
H. 3045,Obscene visual representations of child sexual abuse,Rep. T. Moore,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-15-390 SO AS TO CREATE THE OFFENSE OF OBSCENE VISUAL REPRESENTATIONS OF CHILD SEXUAL ABUSE, DEFINE NECESSARY TERMS, AND ESTABLISH PENALTIES; BY AMENDING SECTION 23-3-430, RELATING TO THE SEX OFFENDER REGISTRY, SO AS TO ADD THE OFFENSE OF OBSCENE VISUAL REPRESENTATIONS OF CHILD SEXUAL ABUSE TO THE SEX OFFENDER REGISTRY; AND BY AMENDING SECTION 23-3-462, RELATING TO TERMINATION OF REGISTRATION REQUIREMENTS, SO AS TO CLARIFY POSSIBLE TERMINATION REQUIREMENTS AND INCLUDE TIER I AND TIER II DESIGNATIONS FOR OUT-OF-STATE OR FEDERAL CONVICTIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3045.docx
H. 3046,"Sexual Exploitation of a Minor, morphed images",Rep. T. Moore,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-15-375, RELATING TO DEFINITIONS APPLICABLE TO CERTAIN OFFENSES AGAINST MINORS, SO AS TO REVISE DEFINITIONS AND ADD THE TERMS ""IDENTIFIABLE MINOR"" AND ""MORPHED IMAGE""; BY AMENDING SECTION 16-15-395, RELATING TO FIRST DEGREE SEXUAL EXPLOITATION OF A MINOR, SO AS TO INCLUDE MORPHED IMAGES OF IDENTIFIABLE MINORS AS AN OFFENSE; BY AMENDING SECTION 16-15-405, RELATING TO SECOND DEGREE SEXUAL EXPLOITATION OF A MINOR, SO AS TO INCLUDE MORPHED IMAGES OF IDENTIFIABLE MINORS AS AN OFFENSE; BY AMENDING SECTION 16-15-410, RELATING TO THIRD DEGREE SEXUAL EXPLOITATION OF A MINOR; SO AS TO INCLUDE MORPHED IMAGES OF IDENTIFIABLE MINORS AS AN OFFENSE; BY AMENDING SECTION 23-3-430, RELATING TO THE SEX OFFENDER REGISTRY, SO AS TO INCLUDE THOSE GUILTY OF CRIMINAL EXPLOITATION OF A MINOR IN THE FIRST, SECOND, OR THIRD DEGREE AS A TIER II OFFENDER; BY AMENDING SECTION 23-3-462, RELATING TO TERMINATION OF REGISTRATION REQUIREMENTS, SO AS TO CLARIFY POSSIBLE TERMINATION REQUIREMENTS AND INCLUDE TIER I AND TIER II DESIGNATIONS FOR OUT-OF-STATE OR FEDERAL CONVICTIONS; AND BY AMENDING SECTION 16-15-342, RELATING TO CRIMINAL SOLICITATION OF A MINOR, BY AMENDING SECTION 16-15-387, RELATING TO EMPLOYMENT OF A PERSON UNDER EIGHTEEN TO APPEAR IN PUBLIC IN A STATE OF SEXUALLY EXPLICIT NUDITY, AND BY AMENDING SECTION 44-48-30, RELATING TO DEFINITIONS FOR PURPOSES OF THE SEXUALLY VIOLENT PREDATOR ACT, ALL SO AS TO MAKE CONFORMING CHANGES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3046.docx
H. 3047,"Litter, balloons",Rep. Moss,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-11-705 SO AS TO CREATE THE OFFENSE OF INTENTIONALLY RELEASING, ORGANIZING THE RELEASE OF, OR INTENTIONALLY CAUSING THE RELEASE OF BALLOONS INFLATED WITH GAS THAT IS LIGHTER THAN AIR, AND TO PROVIDE EXCEPTIONS; BY AMENDING SECTION 16-11-700, RELATING TO THE DUMPING OF LITTER ON PRIVATE OR PUBLIC PROPERTY, EXCEPTIONS, AND PENALTIES, SO AS TO INCLUDE BALLOONS IN THE LITTER STATUTE; AND BY AMENDING SECTION 16-11-710, RELATING TO THE ACCEPTANCE OF A CASH BOND IN LIEU OF AN IMMEDIATE COURT APPEARANCE IN LITTER CONTROL PROSECUTIONS, SO AS TO INCLUDE A VIOLATION OF THE BALLOON STATUTE WHEN A CASH BOND IS ALLOWED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3047.docx
H. 3048,Coroner Qualifications,,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 17-5-130, RELATING TO CORONER QUALIFICATIONS, SO AS TO REVISE CORONER QUALIFICATIONS AND REQUIRE A FINGERPRINT AND BACKGROUND CHECK OF CORONERS BEFORE THE GENERAL ELECTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3048.docx
H. 3049,Uniform Civil Remedies for Unauthorized Disclosure of Intimate Images Act,Rep. W. Newton,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""UNIFORM CIVIL REMEDIES FOR UNAUTHORIZED DISCLOSURE OF INTIMATE IMAGES ACT""; AND TO DEFINE NECESSARY TERMS, CREATE A CIVIL ACTION FOR AN INDIVIDUAL WHO SUFFERS HARM FROM A PERSON'S INTENTIONAL OR THREATENED DISCLOSURE OF PRIVATE, INTIMATE IMAGES WITHOUT CONSENT, AND PROVIDE EXCEPTIONS TO LIABILITY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3049.docx
H. 3050,"Magistrates Court, civil jurisdiction",Rep. Pope,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 22-3-10, RELATING TO CIVIL JURISDICTION IN MAGISTRATES COURT, SO AS TO INCREASE THE CIVIL JURISDICTION OF MAGISTRATES COURT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3050.docx
H. 3051,Fitness to Stand Trial,Rep. Pope,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 44-23-430, RELATING TO HEARINGS ON A PERSON'S FITNESS TO STAND TRIAL, SO AS TO REQUIRE THE CIRCUIT COURT TO ORDER INPATIENT TREATMENT OF PERSONS DETERMINED UNFIT TO STAND TRIAL IN CERTAIN CIRCUMSTANCES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3051.docx
H. 3052,"Assault and Battery, enhanced penalties regarding certain victims",Rep. Pope,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-3-605 SO AS TO CREATE AN ENHANCED PENALTY FOR ASSAULT AND BATTERY CONVICTIONS AGAINST AN EDUCATIONAL PROFESSIONAL OR LAW ENFORCEMENT OFFICER DURING THE PERFORMANCE OF THEIR OFFICIAL DUTIES.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3052.docx
H. 3053,"Violent Crimes, discharging firearms into dwellings",Rep. Pope,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-1-60, RELATING TO OFFENSES DEFINED AS VIOLENT CRIMES, SO AS TO INCLUDE THE OFFENSE OF DISCHARGING, OR CAUSING TO BE DISCHARGED, FIREARMS AT OR INTO A DWELLING HOUSE, OTHER BUILDING, STRUCTURE, OR ENCLOSURE REGULARLY OCCUPIED BY PERSONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3053.docx
H. 3054,"General Assembly, remote and virtual sessions",Rep. Taylor,Judiciary,"A JOINT RESOLUTION PROPOSING AN AMENDMENT TO SECTION 9, ARTICLE III OF THE CONSTITUTION OF SOUTH CAROLINA, 1895, RELATING TO SESSIONS OF THE GENERAL ASSEMBLY, SO AS TO ALLOW THAT, IN THE EVENT WAR, SOCIAL UNREST, CONTAGIOUS DISEASE, EPIDEMIC, PANDEMIC, NATURAL DISASTER, OR ACT OF GOD RENDERS IT UNSAFE TO THE HEALTH AND WELL-BEING OF THE MEMBERS OF THE GENERAL ASSEMBLY TO MEET AT THE SEAT OF GOVERNMENT, AT THE DETERMINATION OF THE PRESIDENT OF THE SENATE AND THE SPEAKER OF THE HOUSE OF REPRESENTATIVES, AS APPROPRIATE, THE MEMBERS OF THE GENERAL ASSEMBLY MAY OTHERWISE MEET IN ANNUAL SESSION USING REMOTE AND VIRTUAL TECHNOLOGY.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3054.docx
H. 3055,Harassment and Stalking,Rep. Wooten,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-3-1700, RELATING TO DEFINITIONS REGARDING HARASSMENT AND STALKING OFFENSES, SO AS TO REVISE THE DEFINITION OF ""PATTERN"" TO INCLUDE INCIDENCES IN WHICH ONE ACT IS COMMITTED AGAINST ONE VICTIM AND ANOTHER ACT IS COMMITTED AGAINST ANOTHER VICTIM EQUALING TWO ACTS SIMILAR IN NATURE; AND BY AMENDING SECTION 16-3-1710, RELATING TO PENALTIES FOR CONVICTIONS OF HARASSMENT IN THE SECOND DEGREE, BY AMENDING SECTION 16-3-1720, RELATING TO PENALTIES FOR CONVICTIONS OF HARASSMENT IN THE FIRST DEGREE; AND BY AMENDING SECTION 16-3-1730, RELATING TO PENALTIES FOR CONVICTIONS OF STALKING, ALL SO AS TO REMOVE THE TEN-YEAR RESTRICTION FOR PRIOR OFFENSES AND PROVIDE THAT PROVISIONS REGARDING RESTRAINING ORDERS APPLY NO MATTER THE VICTIM",https://www.scstatehouse.gov/sess126_2025-2026/bills/3055.docx
H. 3056,Reckless endangerment,Rep. Wooten,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-3-65 SO AS TO CREATE THE OFFENSE OF RECKLESS ENDANGERMENT, TO DEFINE NECESSARY TERMS, AND TO PROVIDE A PENALTY FOR THE OFFENSE.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3056.docx
H. 3057,Unlawful dissemination of sexually explicit materials,Rep. Wooten,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-15-260 SO AS TO CREATE THE OFFENSE OF UNLAWFUL DISSEMINATION OF SEXUALLY EXPLICIT MATERIALS.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3057.docx
H. 3058,Disclosure of Intimate Images,Rep. Wooten,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-15-330 SO AS TO DEFINE NECESSARY TERMS FOR THE OFFENSE OF INTENTIONALLY DISSEMINATING INTIMATE IMAGES OR DIGITALLY FORGED INTIMATE IMAGES WITHOUT EFFECTIVE CONSENT; AND BY ADDING SECTION 16-15-332 SO AS TO CREATE THE OFFENSE OF INTENTIONALLY DISSEMINATING INTIMATE IMAGES OR DIGITALLY FORGED INTIMATE IMAGES WITHOUT EFFECTIVE CONSENT, TO PROVIDE GRADUATED PENALTIES, AND TO PROVIDE AN EXCEPTION FOR LAW ENFORCEMENT UNDER CERTAIN CIRCUMSTANCES.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3058.docx
H. 3059,Unlawful Tracking,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-17-485 SO AS TO DEFINE THE TERM ""TRACKING DEVICE"", TO CREATE THE OFFENSE OF UNLAWFUL TRACKING, TO PROVIDE A PENALTY, AND TO PROVIDE EXCEPTIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3059.docx
H. 3060,Courtesy Summons,Rep. Rutherford,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 17-23-168 SO AS TO PROVIDE THAT A COURTESY SUMMONS MUST BE ISSUED WHEN CHARGES ARE DISMISSED OR NOL PROSSED AFTER A PRELIMINARY HEARING WHEN A DEFENDANT IS SUBSEQUENTLY INDICTED BY A LOCAL OR STATE GRAND JURY FOR THE ORIGINAL OR SUBSTANTIALLY SIMILAR CHARGE OR CHARGES.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3060.docx
H. 3061,Impersonating a person by certain means,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-13-20 SO AS TO CREATE THE OFFENSE OF INTENTIONALLY IMPERSONATING ANOTHER PERSON THROUGH THE USE OF EMAIL, SOCIAL MEDIA, OR OTHER INTERNET WEBSITE, TO PROVIDE A PENALTY, AND TO DEFINE NECESSARY TERMS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3061.docx
H. 3062,Cost-analysis sentencing reports,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 1-7-335 SO AS TO REQUIRE CIRCUIT SOLICITORS TO PREPARE COST-ANALYSIS SENTENCING REPORTS REGARDING SENTENCING RECOMMENDATIONS PRIOR TO SENTENCING OF OFFENDERS CONVICTED OF OR WHO PLEAD GUILTY TO GENERAL SESSIONS COURT OFFENSES, TO PROVIDE THAT THE DEPARTMENT OF CORRECTIONS AND DEPARTMENT OF PROBATION, PAROLE AND PARDON SERVICES SHALL PROVIDE THE CURRENT COSTS OF INCARCERATION AND PROBATION AND COMMUNITY SUPERVISION TO THE PROSECUTION COORDINATION COMMISSION, RESPECTIVELY, AND TO PROVIDE THAT THE PROSECUTION COORDINATION COMMISSION SHALL PROVIDE THE UPDATED COSTS TO EACH CIRCUIT SOLICITOR WITHIN A CERTAIN TIMEFRAME.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3062.docx
H. 3063,"Stand Your Ground, burden of proof",Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-11-450, RELATING TO IMMUNITY FROM CRIMINAL PROSECUTION AND CIVIL ACTIONS UNDER CERTAIN CIRCUMSTANCES FOR THE USE OF DEADLY FORCE AGAINST ANOTHER PERSON (STAND YOUR GROUND), SO AS TO PROVIDE THE BURDEN OF PROOF IS ON THE STATE TO PROVE THAT IMMUNITY IS INAPPLICABLE WHEN A DEFENDANT ASSERTS ENTITLEMENT TO IMMUNITY IN A PRETRIAL HEARING PURSUANT TO STAND YOUR GROUND PROVISIONS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3063.docx
H. 3064,Autopsy photographs,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 17-5-535, RELATING TO PERSONS AUTHORIZED TO VIEW PHOTOGRAPHS AND VIDEOS OF AN AUTOPSY, SO AS TO RESTRUCTURE THE CIRCUMSTANCES UNDER WHICH PHOTOGRAPHS AND VIDEOS OF AN AUTOPSY MAY BE DISSEMINATED.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3064.docx
H. 3065,Immunity from prosecution,Rep. Rutherford,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 16-11-460 SO AS TO PROVIDE THAT AN ORDER CONCERNING IMMUNITY FROM PROSECUTION PURSUANT TO THE PROTECTION OF PERSONS AND PROPERTY ACT IS IMMEDIATELY APPEALABLE AND TO PROVIDE THAT A DEFENDANT WHO DOES NOT APPEAL THE ORDER IMMEDIATELY MAY APPEAL THE DENIAL AFTER CONVICTION AND SENTENCING.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3065.docx
H. 3066,Substantial Assistance to the State,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 17-25-65, RELATING TO THE REDUCTION OF A SENTENCE FOR SUBSTANTIAL ASSISTANCE TO THE STATE, SO AS TO ADD THAT THE ATTORNEY GENERAL IS ALSO AUTHORIZED TO FILE A MOTION UNDER THE PROVISIONS OF THE SECTION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3066.docx
H. 3067,Bench warrants for failure to appear,Rep. Rutherford,Judiciary,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 17-15-175 SO AS TO PROVIDE THAT A JUDGE MAY NOT ISSUE A BENCH WARRANT FOR FAILURE TO APPEAR UNLESS THE SOLICITOR OR CLERK OF COURT HAS PROVIDED NOTICE TO THE ATTORNEY OF RECORD BEFORE ISSUING THE BENCH WARRANT.,https://www.scstatehouse.gov/sess126_2025-2026/bills/3067.docx
H. 3068,"Controlled substances, revised forfeiture procedures",Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 44-53-520, RELATING TO CONTROLLED SUBSTANCES AND FORFEITURE PROCEDURES FOR PROPERTY SEIZED ACCORDINGLY, SO AS TO PROVIDE FOR THE EXPEDITED RETURN OF CERTAIN PROPERTY AND MONIES SEIZED WHEN FORFEITURE PROCEEDINGS HAVE NOT BEEN INSTITUTED AND CHARGES HAVE NOT BEEN FILED WITHIN THIRTY DAYS OF SEIZURE, TO PROVIDE THAT THE LAWFUL OWNER MAY NOT BE REQUIRED TO PROVE THAT THE PROPERTY OR MONIES SEIZED WERE LEGALLY ACQUIRED, TO PROHIBIT THE SEIZING AUTHORITY FROM REQUIRING A LAWFUL OWNER OF PROPERTY OR MONIES TO SIGN A RELEASE ABSOLVING THE SEIZING AUTHORITY FROM CIVIL LIABILITY RELATING TO AN UNLAWFUL SEIZURE BEFORE PROPERTY OR MONIES ARE RETURNED, AND TO PROVIDE THAT CRIMINAL CHARGES MAY BE BROUGHT AT A LATER DATE IF EVIDENCE WARRANTS; BY AMENDING SECTION 44-53-530, RELATING TO CONTROLLED SUBSTANCES AND FORFEITURE PROCEDURES FOR PROPERTY SEIZED ACCORDINGLY, SO AS TO ALLOW FORFEITURE PROCEEDINGS TO BE HELD IN THE MAGISTRATES COURT IF THE VALUE OF THE PROPERTY SEIZED DOES NOT EXCEED SEVEN THOUSAND FIVE HUNDRED DOLLARS, CHANGE THE METHOD OF ALLOCATING VARIOUS ASSETS OBTAINED THROUGH DRUG FORFEITURES SO THAT AFTER THE FIRST ONE THOUSAND DOLLARS RETAINED BY THE APPROPRIATE LAW ENFORCEMENT AGENCY, THE REMAINING ASSETS MUST BE FORWARDED TO THE PROSECUTING AGENCY, AND MAKE TECHNICAL CHANGES REFLECTING THE NEW DISTRIBUTION OF THESE ASSETS; AND BY AMENDING SECTION 44-53-586, RELATING TO THE RETURN OF SEIZED ITEMS UNDER DRUG FORFEITURE LAWS TO INNOCENT OWNERS, SO AS TO ALLOW PROCEEDINGS TO BE HELD IN THE MAGISTRATES COURT IF THE VALUE OF THE PROPERTY SEIZED DOES NOT EXCEED SEVEN THOUSAND FIVE HUNDRED DOLLARS.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3068.docx
H. 3069,Transfer of cases from general sessions court,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 22-3-545, RELATING TO TRANSFER OF CERTAIN CRIMINAL CASES FROM GENERAL SESSIONS COURT, SO AS TO PROVIDE THAT CRIMINAL CASES IN WHICH THE PENALTY DOES NOT EXCEED THREE YEARS, RATHER THAN ONE YEAR, MAY BE TRANSFERRED FROM GENERAL SESSIONS COURT.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3069.docx
H. 3070,Tort Claims Act,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 15-78-60, RELATING TO THE TORT CLAIMS ACT AND EXCEPTIONS TO WAIVER OF IMMUNITY, SO AS TO DELETE THE EXCEPTION FOR INSTITUTION OR PROSECUTION OF ANY JUDICIAL OR ADMINISTRATIVE PROCEEDING.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3070.docx
H. 3071,Probate Judge qualifications,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 14-23-1040, RELATING TO QUALIFICATIONS OF PROBATE JUDGES, SO AS TO REVISE THE QUALIFICATIONS AND RESTRUCTURE THE STATUTE",https://www.scstatehouse.gov/sess126_2025-2026/bills/3071.docx
H. 3072,Coroner qualifications,Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 17-5-130, RELATING TO CORONER QUALIFICATIONS AND OTHER MATTERS, SO AS TO PROVIDE THAT A CANDIDATE FOR CORONER IN THIS STATE MUST BE A RESIDENT OF THE COUNTY IN WHICH HE SEEKS THE OFFICE OF CORONER AT THE TIME HE FILES FOR THE OFFICE OF CORONER RATHER THAN ONE YEAR BEFORE FILING.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3072.docx
H. 3073,"Commission on Indigent Defense, Division of Statewide Grand Jury Defense",Rep. Rutherford,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 17-3-365 SO AS TO CREATE THE DIVISION OF STATEWIDE GRAND JURY DEFENSE WITHIN THE OFFICE OF INDIGENT DEFENSE AND PROVIDE FOR ITS DUTIES AND RESPONSIBILITIES; AND BY AMENDING SECTION 17-3-5, RELATING TO DEFINITIONS FOR PURPOSES OF THE DEFENSE OF INDIGENTS, SO AS TO DEFINE THE ""DIVISION OF STATEWIDE GRAND JURY DEFENSE.""",https://www.scstatehouse.gov/sess126_2025-2026/bills/3073.docx
H. 3074,Alimony,Rep. Gatch,Judiciary,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 20-3-130, RELATING TO ALIMONY, SO AS TO LIMIT THE AWARD OF PERIODIC ALIMONY TO MARRIAGES OF A CERTAIN DURATION.",https://www.scstatehouse.gov/sess126_2025-2026/bills/3074.docx
